"","title","description","redirect_url","latitude","longitude","salary_max","salary_is_predicted","id","salary_min","adref","created","__CLASS__","contract_type","contract_time","__CLASS__","label","tag","__CLASS__","display_name","display_name","__CLASS__","area"
"152","Balconista","Balconista Ir¨¢ atender clientes em lojas, telefone e realiza coleta de pedidos e encomendas. Demonstra produtos e efetua vendas internas. Confere, armazena, vende, cobra e organiza mercadorias. Beneficios: A Combinar; Forma<U+00E7><U+00E3>o Acad¨ºmica: Ensino m¨¦dio completo. Experi¨ºncia: Experi¨ºncia na fun<U+00E7><U+00E3>o. Sal¨¢rio: A combinar Cargo: Balconista Empresa: Rh Brasil Loca<U+00E7><U+00E3>o de m<U+00E3>o-de-obra tempor¨¢ria. Ramo: Recursos Humanos/ Recrutamento e sele<U+00E7><U+00E3>o Cadastre seu curr¨ªculo e garanta sua nova vaga agora mesmo","https://www.adzuna.com.br/land/ad/1843012433?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=297824ED4DAAB4237C1F514DC30970871685E6E9",-7.11532,-34.86105,NA,"0","1843012433",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0MzAxMjQzMyIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.ZRIv7fQjTuGPtIv9MZsmzTzOLx_Sh-bP3NTkV5FX6HM","2020-11-25T00:33:21Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Varejo","retail-jobs","Adzuna::API::Response::Company","Rh Brasil","Jo<U+00E3>o Pessoa, Paraiba","Adzuna::API::Response::Location","c(""Brasil"", ""Nordeste"", ""Paraiba"", ""Jo<U+00E3>o Pessoa"")"
"153","Assistente de almoxarifado","Assistente de almoxarifado Recebimento de notas fiscais,conferencia,lan<U+00E7>amentos organiza<U+00E7><U+00E3>o,romaneio,entrega de mercadorias. Organiza<U+00E7><U+00E3>o de rotas. Organiza<U+00E7><U+00E3>o de estoque. Inventario,suporte,contagem de mercadorias. Controle e organiza<U+00E7><U+00E3>o de estoque. Suporte ao gerente do setor. Atendimento a clientes. Manter sistema atualizado. Beneficios: A Combinar; Forma<U+00E7><U+00E3>o Acad¨ºmica: Ensino m¨¦dio completo. Experi¨ºncia: Experi¨ºncia com m¨¦todo peps. Sal¨¢rio: A combinar Cargo: Auxiliar almoxarifado Empresa: Dc¡­","https://www.adzuna.com.br/land/ad/1836631721?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=05F8B391157316EF152DE5929C378C5C47755FEF",NA,NA,NA,"0","1836631721",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgzNjYzMTcyMSIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.9tkJdKVJRgloUTcRpKIYBlVvMcBV-btJfjAoUGnfB_U","2020-11-21T06:31:41Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Administrativo e Operacional","admin-jobs","Adzuna::API::Response::Company","Dc Consultoria e Treinamento","Salvador, Bahia","Adzuna::API::Response::Location","c(""Brasil"", ""Nordeste"", ""Bahia"", ""Salvador"")"
"154","Agente de Suporte T¨¦cnico Bil¨ªngue","Sobre n¨®s Guiados por mais de 30 anos de experi¨ºncia e uma abordagem focada no cliente, estamos redefinindo e transformando o contact center e a experi¨ºncia do colaborador. Em parceria com voc¨º, para fornecer solu<U+00E7><U+00F5>es personalizadas em todos os pontos de contato, conduzimos sua estrat¨¦gia CX para atender aos seus desafios comerciais. Nossas pessoas entendem que as melhores experi¨ºncias s<U+00E3>o fornecidas quando fazemos conex<U+00F5>es reais, com emo<U+00E7><U+00E3>o, e fornecemos solu<U+00E7><U+00F5>es r¨¢pidas para deixar impress<U+00F5>es¡­","https://www.adzuna.com.br/land/ad/1765662833?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=460718C34153097B2EE8ACB771CF379874BE1626",NA,NA,NA,"0","1765662833",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWx1c2FyMDc2eEdQQjlwZVVRcEJPdyIsImkiOiIxNzY1NjYyODMzIn0.JZbf-romxvhTKHeSl442esgPfTozB6O8soXylLj9umk","2020-10-16T03:29:09Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","Sitel","S<U+00E3>o Paulo, Estado de S<U+00E3>o Paulo","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Estado de S<U+00E3>o Paulo"", ""S<U+00E3>o Paulo"")"
"155","L¨ªder de setor","L¨ªder de setor Ir¨¢ copiar maquina, ajustar maquina, regulagem, distribuir servi<U+00E7>o, acompanhar produ<U+00E7><U+00E3>o, fazer trabalho em pl¨¢stico e com usinagem. Beneficios: A Combinar; Forma<U+00E7><U+00E3>o Acad¨ºmica: Ensino m¨¦dio completo. Experi¨ºncia: Desej¨¢vel ter experi¨ºncia como l¨ªder de setor. Sal¨¢rio: A combinar Cargo: Analista de produ<U+00E7><U+00E3>o Empresa: Asterh Assessoria Empresa de recursos humano. Sele<U+00E7><U+00E3>o e agenciamento de m<U+00E3>o-de-obra. Fornecimento e gest<U+00E3>o de recursos humanos para terceiros. Ramo: Recursos Humanos/ R¡­","https://www.adzuna.com.br/land/ad/1557078323?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=31F4E611CBF16C4921437DFF37EA0EED213E3A8D",-29.25439,-51.53118,NA,"0","1557078323",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWx1c2FyMDc2eEdQQjlwZVVRcEJPdyIsImkiOiIxNTU3MDc4MzIzIn0.4eN0KS-oOK8f3DlWmscQZhIkoMaV-T1yBDdp4IeE5cA","2020-05-28T12:34:55Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas no ramo Industrial","manufacturing-jobs","Adzuna::API::Response::Company","Asterh Assessoria","Garibaldi, Rio Grande do Sul","Adzuna::API::Response::Location","c(""Brasil"", ""Sul"", ""Rio Grande do Sul"", ""Garibaldi"")"
"156","Est¨¢gio Administracao Gestao para Inovacao e Lideranca","Est¨¢gio Administracao Gestao para Inovacao e Lideranca Estudar 1¡ã ou 2¡ã ano do Ensino M¨¦dio ou T¨¦cnico em Administra<U+00E7><U+00E3>o/Vendas. Gostar de atendimento ao p¨²blico, acess¨®rios femininos: pulseira, brincos, an¨¦is, etc. ATIVIDADES A estagi¨¢ria auxiliar¨¢ no atendimento ao cliente, organiza<U+00E7><U+00E3>o estoque, reposi<U+00E7><U+00E3>o de mercadorias. Beneficios: Forma<U+00E7><U+00E3>o Acad¨ºmica: N<U+00E3>o informado Experi¨ºncia: Sal¨¢rio: A combinar Cargo: Estagi¨¢rio Empresa: Est¨¢gio Sul Ag¨ºncia de est¨¢gios. Ramo: Est¨¢gio Conquiste um novo empre¡­","https://www.adzuna.com.br/land/ad/1868773938?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=7795B1C35931D536A7EDE31414129B9F6FFD898E",-30.11121,-51.25284,NA,"0","1868773938",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2ODc3MzkzOCIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.IHVwCtLFMA9uidrT31jbvGwPwNgaz52q7-v9ADGKhlg","2020-12-08T08:38:07Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Administrativo e Operacional","admin-jobs","Adzuna::API::Response::Company","Est¨¢gio Sul","Porto Alegre, Rio Grande do Sul","Adzuna::API::Response::Location","c(""Brasil"", ""Sul"", ""Rio Grande do Sul"", ""Porto Alegre"")"
"157","Farmac¨ºutico","Farmac¨ºutico Prestar¨¢ atendimento ao cliente, leitura de receitas e dispensa<U+00E7><U+00E3>o de medicamentos, aplica<U+00E7><U+00E3>o de teste r¨¢pido de covid-19 nos clientes, aplica<U+00E7><U+00E3>o de injet¨¢veis, aferi<U+00E7><U+00E3>o de press<U+00E3>o. Local: Loja localizada na Av. Sapopemba, bairro Jardim Grimaldi. Beneficios: Vale Transporte; Assist¨ºncia Odontol¨®gica; Aux¨ªlio Creche; Carro fornecido pela empresa; Curso de idiomas; Forma<U+00E7><U+00E3>o Acad¨ºmica: Superior completo em Farm¨¢cia. Experi¨ºncia: Experi¨ºncia em drogaria. Sal¨¢rio: 3260 Cargo: Farmac¨ºuti¡­","https://www.adzuna.com.br/land/ad/1623244013?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=B86B56A2EDD72427F05C0671C7D8B3035A47768E",NA,NA,39120,"0","1623244013",39120,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTYyMzI0NDAxMyIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.l4t72ZaHHaKHvEVZaKGvcRgJzsY7OhExOL_ngnmnxoA","2020-07-31T16:47:29Z","Adzuna::API::Response::Job","permanent",NA,"Adzuna::API::Response::Category","Vagas em Ci¨ºncia e Controle de Qualidade","scientific-qa-jobs","Adzuna::API::Response::Company","Rede Leste Servicos e Rede Leste Cobrancas","S<U+00E3>o Paulo, Estado de S<U+00E3>o Paulo","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Estado de S<U+00E3>o Paulo"", ""S<U+00E3>o Paulo"")"
"158","Est¨¢gio em arquitetura e urbanismo","Est¨¢gio em arquitetura e urbanismo Realizar¨¢ fun<U+00E7><U+00F5>es do arquiteto na obra. Beneficios: A Combinar; Forma<U+00E7><U+00E3>o Acad¨ºmica: Ensino superior completo. Desej¨¢vel cursos das ferramentas necess¨¢rias. Experi¨ºncia: Pr¨¢tica no uso da ferramentas necess¨¢rias ao oficio. Sal¨¢rio: A combinar Cargo: Est¨¢gio em arquitetura e urbanismo Empresa: N¨²cleo Harmonia Prepara<U+00E7><U+00E3>o de documentos e servi<U+00E7>os especializados de apoio administrativo n<U+00E3>o especificados anteriormente. Ramo: Educa<U+00E7><U+00E3>o/ Treinamento/ Idiomas Aproveite ¡­","https://www.adzuna.com.br/land/ad/1660362697?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=BDED443C8F086AFD14794C4908F3CD98EBAFCCC8",NA,NA,NA,"0","1660362697",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTY2MDM2MjY5NyIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.ncmJwdVfaInb9OuSvRVbEclNf_Gu1G-KWWxncI09oD4","2020-08-24T23:55:34Z","Adzuna::API::Response::Job","contract",NA,"Adzuna::API::Response::Category","Vagas em Cria<U+00E7><U+00E3>o e Design","creative-design-jobs","Adzuna::API::Response::Company","N¨²cleo Harmonia","S<U+00E3>o Paulo, Estado de S<U+00E3>o Paulo","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Estado de S<U+00E3>o Paulo"", ""S<U+00E3>o Paulo"")"
"159","Analista app react dev mobile","Analista app react dev mobile Atuar experi¨ºncia com administra<U+00E7><U+00E3>o de certificados ios, tdd, apps de e-commerce, deploy android e ios. Beneficios: A Combinar; Forma<U+00E7><U+00E3>o Acad¨ºmica: Ensino superior completo. Experi¨ºncia: Conhecimento em react-native, react, typescript e graphql. Sal¨¢rio: A combinar Cargo: Analista de desenvolvimento sistemas Empresa: 3con Consultoria em tecnologia da informa<U+00E7><U+00E3>o Ramo: Internet Aproveite e divulgue seu curr¨ªculo gr¨¢tis por 7 dias","https://www.adzuna.com.br/land/ad/1862734197?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=81FF8F37FF100187233028013421C7915217EA7A",NA,NA,NA,"0","1862734197",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWx1c2FyMDc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODYyNzM0MTk3In0.gpQRbHeP0MY_kUrSTlcFyzyrgE0_CRhKPLjHdbrfFSA","2020-12-05T00:42:18Z","Adzuna::API::Response::Job","permanent",NA,"Adzuna::API::Response::Category","Vagas em Tecnologia Inform¨¢tica","it-jobs","Adzuna::API::Response::Company","3con","S<U+00E3>o Paulo, Estado de S<U+00E3>o Paulo","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Estado de S<U+00E3>o Paulo"", ""S<U+00E3>o Paulo"")"
"160","Operador Sa¨ªda de Rama","Operador Sa¨ªda de Rama Bairro: Itoupava central DESCRI<U+00C7><U+00C3>O REQUISITOS -Experi¨ºncia com rama ou produ<U+00E7><U+00E3>o -Residir regi<U+00E3>o norte HOR¨¢RIO 1¡ãturno SAL¨¢RIO A combinar Beneficios: Forma<U+00E7><U+00E3>o Acad¨ºmica: N<U+00E3>o informado Experi¨ºncia: Sal¨¢rio: A combinar Cargo: Operador de m¨¢quinas Empresa: Degrau do Sucesso Sele<U+00E7><U+00E3>o e agenciamento de m<U+00E3>o-de-obra. Ramo: Recursos Humanos/ Recrutamento e sele<U+00E7><U+00E3>o Conquiste um novo emprego o quanto antes","https://www.adzuna.com.br/land/ad/1802026096?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=6A6FA7681F49CB643FCBA0002D21BB63722CF035",-26.9362,-49.05842,NA,"0","1802026096",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwMjAyNjA5NiIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.vihrQ0lMMMg00Wd6DYOkZnn4fJ63elajNyjinFg719o","2020-11-04T04:13:37Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas no ramo Industrial","manufacturing-jobs","Adzuna::API::Response::Company","Degrau do Sucesso","Blumenau, Santa Catarina","Adzuna::API::Response::Location","c(""Brasil"", ""Sul"", ""Santa Catarina"", ""Blumenau"")"
"161","ENGENHEIRO PROCESSOS","ENGENHEIRO PROCESSOS Engenharia qu¨ªmica, mecanica ou produ<U+00E7><U+00E3>o; Desej¨¢vel algum curso t¨¦cnico; Disponibilidade para turno alternado; Experi¨ºncia com injetoras/sopradoras. Local de atua<U+00E7><U+00E3>o: itu Beneficios: Forma<U+00E7><U+00E3>o Acad¨ºmica: N<U+00E3>o informado Experi¨ºncia: Sal¨¢rio: A combinar Cargo: Engenheiro de processos Empresa: Confidencial Atua com consultoria em RH. Ramo: Servi<U+00E7>os Conquiste um novo emprego o quanto antes","https://www.adzuna.com.br/land/ad/1868774629?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=C607C0FB01A12E80B5E78925D34158E9B15AF91A",-23.25682,-47.3086,NA,"0","1868774629",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWx1c2FyMDc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODY4Nzc0NjI5In0.e8IFyelkjfcYnSDBXmXiIiR--wsp3WIvPPzTxqwR82U","2020-12-08T08:41:56Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Engenharia","engineering-jobs","Adzuna::API::Response::Company",NA,"Itu, Estado de S<U+00E3>o Paulo","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Estado de S<U+00E3>o Paulo"", ""Itu"")"
"162","ENGENHEIRO MEC<U+00C2>NICO","ENGENHEIRO MEC<U+00C2>NICO Com ensino superior completo em Engenharia Mecanica e CREA ativo.Conhecimento em mecanica, pneum¨¢tica, hidr¨¢ulica e el¨¦trica, c¨¢lculos de projetos, auto cad, solid work, interpreta<U+00E7><U+00E3>o da Norma ISO 9001. Beneficios: Forma<U+00E7><U+00E3>o Acad¨ºmica: N<U+00E3>o informado Experi¨ºncia: Sal¨¢rio: A combinar Cargo: Engenheiro mecanico Empresa: Work Center - Salto Loca<U+00E7><U+00E3>o de m<U+00E3>o-de-obra tempor¨¢ria. Ramo: Recursos Humanos/ Recrutamento e sele<U+00E7><U+00E3>o Aproveite e divulgue seu curr¨ªculo gr¨¢tis por 7 dias","https://www.adzuna.com.br/land/ad/1842063622?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=C230B519D3905A4CD3602689AE21C7938926458A",-23.16726,-47.26695,NA,"0","1842063622",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0MjA2MzYyMiIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.D869toEpxMUswxij3IS9sT8p7eGQZ-3TM0_ws84U9jI","2020-11-24T14:36:59Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Engenharia","engineering-jobs","Adzuna::API::Response::Company","Work Center   Salto","Salto, Estado de S<U+00E3>o Paulo","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Estado de S<U+00E3>o Paulo"", ""Salto"")"
"163","Assistente de PCP","Assistente de PCP Ir¨¢ atuar com separa<U+00E7><U+00E3>o de projetos para envio ao fornecedor, controle da produ<U+00E7><U+00E3>o. Beneficios: A Combinar; Forma<U+00E7><U+00E3>o Acad¨ºmica: Superior cursando em Administra<U+00E7><U+00E3>o, Engenharia ou ¨¢reas afins. Experi¨ºncia: Experi¨ºncia como assistente de PCP. Conhecimento em leitura e interpreta<U+00E7><U+00E3>o de desenhos. Sal¨¢rio: A combinar Cargo: Assistente de PCP Empresa: Asterh Assessoria Empresa de recursos humano. Sele<U+00E7><U+00E3>o e agenciamento de m<U+00E3>o-de-obra. Fornecimento e gest<U+00E3>o de recursos humanos para te¡­","https://www.adzuna.com.br/land/ad/1811982726?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=9F793CEDE758A18C9FB1EFFFE5CFB2D1F3B5FED2",-29.09654,-51.45104,NA,"0","1811982726",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgxMTk4MjcyNiIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.LbDPJ55BhtZvoHps5vPX03N7zFMIK6eBrnqNXtQcFEw","2020-11-09T14:25:56Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas no ramo Industrial","manufacturing-jobs","Adzuna::API::Response::Company","Asterh Assessoria","Bento Gon<U+00E7>alves, Rio Grande do Sul","Adzuna::API::Response::Location","c(""Brasil"", ""Sul"", ""Rio Grande do Sul"", ""Bento Gon<U+00E7>alves"")"
"164","Supervisor de Seguros","Supervisor de Seguros Atuar¨¢ nas atividades internas e demais fun<U+00E7><U+00F5>es pertinentes ao cargo. Necess¨¢rio experi¨ºncia na ¨¢rea de atua<U+00E7><U+00E3>o. Beneficios: Forma<U+00E7><U+00E3>o Acad¨ºmica: N<U+00E3>o informado Experi¨ºncia: Sal¨¢rio: A combinar Cargo: Analista de seguros Empresa: Valorh Consultoria e Treinamento Consultoria em recursos humanos. Ramo: Recursos Humanos/ Recrutamento e sele<U+00E7><U+00E3>o Conquiste um novo emprego o quanto antes","https://www.adzuna.com.br/land/ad/1858302892?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=6DA14A9AE3213124815846D4355A3E0DABA41AFC",NA,NA,NA,"0","1858302892",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg1ODMwMjg5MiIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.1skzVbgq1MimCCX8JlOjpLzt3TOZcv41H9vqVAaiEp0","2020-12-02T22:40:49Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Contabilidade e Finan<U+00E7>as","accounting-finance-jobs","Adzuna::API::Response::Company","Valorh Consultoria E Treinamento","Salvador, Bahia","Adzuna::API::Response::Location","c(""Brasil"", ""Nordeste"", ""Bahia"", ""Salvador"")"
"165","Auxiliar de opera<U+00E7><U+00F5>es log¨ªsticas","Auxiliar de opera<U+00E7><U+00F5>es log¨ªsticas Ir¨¢ realizar transportes, coletas e entregas, manuseio de cargas, auxilio nos processos operacionais. Beneficios: Vale Alimenta<U+00E7><U+00E3>o/Cesta B¨¢sica; Assist¨ºncia M¨¦dica; Seguro de vida; Participa<U+00E7><U+00E3>o nos lucros; Assist¨ºncia Odontol¨®gica; Forma<U+00E7><U+00E3>o Acad¨ºmica: Ensino m¨¦dio completo. Experi¨ºncia: Possuir CNH categoria C. Experi¨ºncia em entregas e coletas de mercadorias. Sal¨¢rio: A combinar Cargo: Assistente de log¨ªstica Empresa: Jtt Log Organiza<U+00E7><U+00E3>o log¨ªstica do transporte¡­","https://www.adzuna.com.br/land/ad/1760780878?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=BB762712BE0127835731A107ABE00C2091A2BB15",-26.9362,-49.05842,NA,"0","1760780878",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc2MDc4MDg3OCIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.wZqfNlQ2qFzmGNWBJghD1pW2V0rvKqkbimK5l-DA0iw","2020-10-13T20:59:02Z","Adzuna::API::Response::Job","permanent",NA,"Adzuna::API::Response::Category","Vagas em Log¨ªstica","logistics-warehouse-jobs","Adzuna::API::Response::Company","Jtt Log","Blumenau, Santa Catarina","Adzuna::API::Response::Location","c(""Brasil"", ""Sul"", ""Santa Catarina"", ""Blumenau"")"
"166","Encarregado de produ<U+00E7><U+00E3>o","Encarregado de produ<U+00E7><U+00E3>o Ir¨¢ supervisionar e coordenar os trabalhos do setor produtivo na fabrica<U+00E7><U+00E3>o de produtos de concreto; acompanhar as demandas de produ<U+00E7><U+00E3>o, orientado por respons¨¢vel; fazer gest<U+00E3>o das pessoas envolvidas no processo produtivo e ter boa condi<U+00E7><U+00E3>o de trabalho em equipe; controlar estoque produzido e mat¨¦ria prima; auxiliar no controle de qualidade das pe<U+00E7>as fabricadas; acompanhar o desempenho dos colaboradores e orienta-los quando necess¨¢rio para manter o ritmo, a qualidade e p¡­","https://www.adzuna.com.br/land/ad/1722175551?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=F59EB58F03C200583D149362DD9F5FD44E54B2C7",-19.77453,-44.13831,NA,"0","1722175551",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTcyMjE3NTU1MSIsInMiOiJ5bHVzYXIwNzZ4R1BCOXBlVVFwQk93In0.j1V-TUD1SvoJ8Yv5Zc5XZAXdgHgzQsuzq_bAFsxgOEM","2020-09-24T02:35:03Z","Adzuna::API::Response::Job","permanent",NA,"Adzuna::API::Response::Category","Vagas no ramo Industrial","manufacturing-jobs","Adzuna::API::Response::Company","Artef¨¢cil","Ribeir<U+00E3>o das Neves, Minas Gerais","Adzuna::API::Response::Location","c(""Brasil"", ""Sudeste"", ""Minas Gerais"", ""Ribeir<U+00E3>o das Neves"")"
"167","Supervisor de vendas","Supervisor de vendas Ser¨¢ respons¨¢vel por gerir e capacitar equipe de vendas, fazer planejamentos de a<U+00E7><U+00F5>es comerciais e executar. Beneficios: Forma<U+00E7><U+00E3>o Acad¨ºmica: Superior completo. Experi¨ºncia: Necess¨¢rio experi¨ºncia como supervisor de vendas. Sal¨¢rio: A combinar Cargo: Supervisor de vendas Empresa: Interhativa Consultoria e Assessoria em RH Consultoria em recursos humanos. Ramo: Recursos Humanos/ Recrutamento e sele<U+00E7><U+00E3>o Conquiste um novo emprego o quanto antes","https://www.adzuna.com.br/land/ad/1828580767?se=ylusar076xGPB9peUQpBOw&utm_medium=api&utm_source=f0c87e31&v=A40EA764F14A5CB5E86F5C1CED7210E30DD966B8",NA,NA,NA,"0","1828580767",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieWx1c2FyMDc2eEdQQjlwZVVRcEJPdyIsImkiOiIxODI4NTgwNzY3In0.fdROvlID9cobgTLOhmmwjA-xUP5zsiKPtjyYtWHhCS8","2020-11-17T12:55:25Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Vagas em Vendas","sales-jobs","Adzuna::API::Response::Company","Interhativa Consultoria e Assessoria em RH","Cascavel, Paran¨¢","Adzuna::API::Response::Location","c(""Brasil"", ""Sul"", ""Paran¨¢"", ""Cascavel"")"
