"","title","created","redirect_url","longitude","id","latitude","salary_is_predicted","salary_max","__CLASS__","salary_min","adref","description","contract_time","contract_type","label","tag","__CLASS__","display_name","__CLASS__","__CLASS__","display_name","area"
"125","Senior Associate or Aspiring Partner - Property","2020-12-04T16:46:15Z","https://www.adzuna.com.au/land/ad/1860887217?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=6C848BF190F3911301C0EF40A2025CC0836A2203",NA,"1860887217",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2MDg4NzIxNyIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0._uGY333VAEvPCll_dRmA3qOxT-cbQHPuAOrFKoDW-8Q","Looking for a tree change? Join a leading law firm located in a booming regional hub and help lead the property practice. Aspiring partner desired. This is a broad property role at a leading, growing law firm located in a booming regional hub. Our client seeks a lawyer for a range of quality property work for its diverse and impressive client base. Lawyers in this widely respected team currently advise major property investors, developers, trusts and retailers. You will assist in the preparatio¡­","full_time","permanent","Legal Jobs","legal-jobs","Adzuna::API::Response::Category","Burgess Paluch Legal Recruitment","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Melbourne, Melbourne Region","c(""Australia"", ""Victoria"", ""Melbourne Region"", ""Melbourne"")"
"126","Data Analyst","2019-12-02T15:57:16Z","https://www.adzuna.com.au/land/ad/1359344542?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=00ABB73521426CAD39C5D4DB1A6C6629A517A8F8",NA,"1359344542",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREVIZGM4QTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxMzU5MzQ0NTQyIn0.ZX824ho26W0LeXg3Bfebc-0TYE1-XJZU3qRUcieFlP4","Qlik - Statistical Analysis - insights extraction - Data Visualisation - research Your new company You will be working for a newly established Federal Government department Your new role As the Data Analyst you will be extracting insights from multiple different data sets to support key business decisions and initiatives. You will talking to the business to understand their data needs and translating those needs into analytics products/output to suit their level of data literacy. You will be co¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Canberra Region, Australian Capital Territory","c(""Australia"", ""Australian Capital Territory"", ""Canberra Region"")"
"127","Menulog Delivery Driver - Onkaparinga - $200 Sign Up Bonus","2020-09-01T17:24:23Z","https://www.adzuna.com.au/land/ad/1681568832?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=36C7141D7643BFDB9D10DEFE62436B9510F9332C",138.524787,"1681568832",-35.144895,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREVIZGM4QTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxNjgxNTY4ODMyIn0.GJyh9zbQilh0PZMsxeuLZ0cvEmFdTpegWm9iIjJTgFo","Want to deliver food from Australia¡¯s favourite chains including KFC, Oporto, Hungry Jacks and more? Want some flexibility in your work and to be the boss of your own schedule? Live in Onkaparinga? With Menulog's sign up bonus offer there's never been a better time to deliver on the Menulog network Menulog is offering a $200 sign up bonus to new couriers for a limited time only, terms and conditions apply http://bit.ly/sign200 Why drive with Menulog? Sign up to be a courier on the Menulog netwo¡­",NA,"contract","Logistics & Warehouse Jobs","logistics-warehouse-jobs","Adzuna::API::Response::Category","Menulog","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Hackham, Morphett Vale Area","c(""Australia"", ""South Australia"", ""Adelaide Region"", ""Morphett Vale Area"", ""Hackham"")"
"128","Aged care/disability support workers - Maffra, VIC","2020-12-10T11:27:46Z","https://www.adzuna.com.au/land/ad/1872234334?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=614549B1278471373F4734ECF7A5EA7962937390",146.944691,"1872234334",-37.764702,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg3MjIzNDMzNCIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.c49TLhzYcJ3l_h5Sa0h8n_gE--iniKBJFeWC1gGuSXs","If you are passionate about working ¡®with¡¯ and ¡®for¡¯ people who matter then this permanent part-time role is for you Newly are currently seeking people who like working with people  We have an opportunity for you to work with a leading provider of aged care and disability services whilst providing the quality person-centered care you were trained to deliver. You enjoy Working with a range of people in their own home environment and local community. Proactively supporting peoples¡¯ independence, ¡­","part_time","contract","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Category","Newly on Demand","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Briagolong, Wellington Area","c(""Australia"", ""Victoria"", ""La Trobe Region"", ""Wellington Area"", ""Briagolong"")"
"129","Tax Project Manager - Bank","2020-10-09T03:40:59Z","https://www.adzuna.com.au/land/ad/1751268268?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=CB07DE1153DB63D9284EC14B52A60695B5B76EB3",151.2028,"1751268268",-33.88078,"0",170000,"Adzuna::API::Response::Job",170000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREVIZGM4QTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxNzUxMjY4MjY4In0.n1F9hSQZbAPzvEWDk5oAozfTEZJX4xtJRCWCr5B1qoQ","Exciting opportunity for a Project Manager to join a Bank's tax team working on transformation initiatives Working for a multinational bank with a market leading reputation. In this role you will join an experienced team and be responsible for the delivery of strategic business process improvements, regulatory change and technology enhancement initiatives that are aligned to the Tax portfolio. You will establish appropriate workstream governance and be accountable for end-to-end project managem¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Sydney CBD, Sydney","c(""Australia"", ""New South Wales"", ""Sydney Region"", ""Sydney"", ""Sydney CBD"")"
"130","Speech Pathologist - Emerald","2020-11-20T21:01:45Z","https://www.adzuna.com.au/land/ad/1835744622?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=6392DB667F2CCD8228FD08A0EE29B8813AABA58E",148.16108,"1835744622",-23.52685,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgzNTc0NDYyMiIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.MS8WkE3sC2EIAQtQBcuLj4ZuIKcXiy1QnKxkjevvIGI","Speech Pathologist - Emerald Emerald is a friendly rural town with great facilities and people. There is a high percentage of young people in Emerald with lots of social opportunities including country races, fundraising events, B&S Ball and Park Run. You would be joining a team of experienced Speech Pathologists with mentoring and peer support available. Mixed paediatric caseload and access to professional development funding with the opportunity to expand skill set to Orofacial Myology. The r¡­","full_time","permanent","Healthcare & Nursing Jobs","healthcare-nursing-jobs","Adzuna::API::Response::Category","Health Workforce Queensland","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Emerald, Central Highlands","c(""Australia"", ""Queensland"", ""Rockhampton Region"", ""Central Highlands"", ""Emerald"")"
"131","Uber Eats Delivery - Scooter","2020-12-09T20:48:45Z","https://www.adzuna.com.au/land/ad/1870886302?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=6F199785E13874ACF82F09ADF8578C755410B2FE",151.69417,"1870886302",-32.6938,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREVIZGM4QTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODcwODg2MzAyIn0.CivM37-yivHgtdWECaD8edzmDc-wxwDQvsdCtM51_hc","Uber Eats Delivery - Scooter Brandy Hill, NSW 2854_442D275836A76B972CBD2C94707D9C87CF17 Do you have a car, motorbike, scooter, or bicycle? Then, you can start making money on the go with Uber Eats by bringing people the things they love. Deliver when it suits you: Be your own boss, and choose when and how much you work. For a few hours in the mornings, at night, or just on weekends ¨C it's up to you. Get paid weekly Get your earnings deposited into your bank account weekly. REQUIREMENTS Deliveri¡­",NA,NA,"Logistics & Warehouse Jobs","logistics-warehouse-jobs","Adzuna::API::Response::Category","Uber Eats","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Brandy Hill, Port Stephens Area","c(""Australia"", ""New South Wales"", ""Newcastle Region"", ""Port Stephens Area"", ""Brandy Hill"")"
"132","Senior MuleSoft Developer","2020-11-18T02:56:35Z","https://www.adzuna.com.au/land/ad/1829504509?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=6E38B4E748746E521563E9E9E88B1631AE6331C3",NA,"1829504509",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgyOTUwNDUwOSIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.bSs_KUEPGZ6m4Sg6soPrA2WYmF2lRW4Wj6Zr0RgR1kg","Senior MuleSoft engineer opportunity on high profile project for leading government agency in Parramatta. Your new company Critical government organisation based in Parramatta. Responsible for cutting edge applications and services positively affecting citizens across the state. Your new role Be a part of a team to create technical and enhanced high quality secure MuleSoft Integration and Services. Develop services that integrate with different platforms that also use relational databases. Work¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Sydney Region, New South Wales","c(""Australia"", ""New South Wales"", ""Sydney Region"")"
"133","PHP Developer","2020-10-09T03:40:59Z","https://www.adzuna.com.au/land/ad/1751268259?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=5BEEC26147878B85A61C1B90EB5A52B2E1456A76",153.340396,"1751268259",-27.979275,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc1MTI2ODI1OSIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.uKCOf6MTKvGi3X6DwFKNkqPi-jdbHZAAp1RbqTZfAo8","Gold Coast software company with an award-winning platform requires experienced PHP Developer. Your new company This highly innovative software company on the Gold Coast have developed an award-winning platform that has allowed its clients to streamline processes and improve inefficiencies across their whole business. Strong growth and new business have seen the need to bring on an experienced PHP developer to expand their team. Your new role Reporting to the Research & Development Manager and ¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Gold Coast Region, Queensland","c(""Australia"", ""Queensland"", ""Gold Coast Region"")"
"134","Capability Leader","2020-12-11T13:53:44Z","https://www.adzuna.com.au/land/ad/1874793523?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=4FFDE1CC678B44F60DFD5A93C11008865432BA78",151.2028,"1874793523",-33.88078,"0",156000,"Adzuna::API::Response::Job",144000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREVIZGM4QTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODc0NzkzNTIzIn0._O1zrxY8GZUrHXlOt9DwnkoaWwbcMjjzgtsAw7LLx-U","Capability Leader - 6 month Contract - lift capability across customer service teams - Sydney Your new company This leading Australian organisation strives to provide exceptional products and impacts to their customers, and has a culture based on growth and sustainable innovation. Your new role Working as a capability leader you will diagnose, develop and drive capability initiatives designed to continuously improve the performance of their contact centre and customer service teams. You will as¡­",NA,NA,"Legal Jobs","legal-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Sydney CBD, Sydney","c(""Australia"", ""New South Wales"", ""Sydney Region"", ""Sydney"", ""Sydney CBD"")"
"135","Senior Network Engineer","2020-11-08T02:45:47Z","https://www.adzuna.com.au/land/ad/1809547043?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=4F95B6A8627C9B88CBEAB7ABF65287E68171DFDB",NA,"1809547043",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwOTU0NzA0MyIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.RXGgWnXUw3OjzlB6Ko6Pb7SiUpuV7BHm8XDHwSnlfrs","A specialist consultancy in Perth looking to acquire a Cisco savant to round out their high calibre staff. Your new company In response to the growing market, this consultancy firm is looking to expand with the best CCNP/ CCIE certified network engineers. Renowned for being at the forefront of Cisco technologies, your new team prides themselves on the ability to simplify and manage Cisco systems for their clients to combat problems before they arise. Your new role You will be responsible for de¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Perth, Perth Region","c(""Australia"", ""Western Australia"", ""Perth Region"", ""Perth"")"
"136","Menulog Delivery Driver - Bendigo - $200 Sign Up Bonus","2019-10-23T09:56:41Z","https://www.adzuna.com.au/land/ad/1308446251?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=EDC0BF69199807FF76938E7FD08C6948CDD5FF50",NA,"1308446251",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTMwODQ0NjI1MSIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.lFskV6EJnIeoqb6WZexbO2AUHbnACuRU2dXlU-n-Pz0","Want to deliver food from Australia¡¯s favourite chains including KFC, Oporto, Hungry Jacks and more? Want some flexibility in your work and to be the boss of your own schedule? Live in Bendigo? With Menulog's sign up bonus offer there's never been a better time to deliver on the Menulog network Menulog is offering a $200 sign up bonus to new couriers for a limited time only, terms and conditions apply http://bit.ly/sign200 Why drive with Menulog? Sign up to be a courier on the Menulog network t¡­",NA,"contract","Logistics & Warehouse Jobs","logistics-warehouse-jobs","Adzuna::API::Response::Category","Menulog","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Australia","Australia"
"137","Executive Assistant","2020-10-29T02:54:31Z","https://www.adzuna.com.au/land/ad/1789559662?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=3B382642B8EAAF2E599FA36E9A92CB00A034BFFC",151.2028,"1789559662",-33.88078,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc4OTU1OTY2MiIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.7BXtFzTKIWXVhH5zQcAt3M8bDhUlIsnXdZj5Ple0uNo","State Government Department seeking an EA/PA to work on an exciting new project. Your new company State government department seeking an executive assistant to support two directors within a new division. This role is a 6 month contract with a potential to extend. Your new role Coordinate diaries for senior management Arranging meetings, training and travel as required Raising purchase orders Processing invoices Management of correspondence including letters Records Management Database Manageme¡­",NA,NA,"Admin Jobs","admin-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Sydney CBD, Sydney","c(""Australia"", ""New South Wales"", ""Sydney Region"", ""Sydney"", ""Sydney CBD"")"
"138","Work From Home - Executive Level","2020-05-31T15:13:12Z","https://www.adzuna.com.au/land/ad/1559644916?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=1BA08C11A318EDE00D41CAC309EB6256CCE957D4",146.814458,"1559644916",-41.694632,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREVIZGM4QTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxNTU5NjQ0OTE2In0.KwzwxJflx3kDcmQ35nCXEiPoce2reR--VnHmYqWfROM","We're Helping Hard Working Employees, Establish Financial Independence As Online Entrepreneurs. This is your opportunity to Work From Home partnering with a leading Personal Growth and Development company. Discover how it's possible to make an executive level income, from home, working part time flexible hours. No previous experience required. Covid-19 has increased the demand for our products globally and we are seeking high performing and career driven individuals who are serious about establ¡­","part_time","permanent","Sales Jobs","sales-jobs","Adzuna::API::Response::Category","Born to Prosper","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Tasmania, Australia","c(""Australia"", ""Tasmania"")"
"139","Automation Test Analyst","2020-10-11T03:38:31Z","https://www.adzuna.com.au/land/ad/1755305649?se=DEHdc8A76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=C987EB5562BB1808DB01E8836EB6BCC6EC08C4D0",NA,"1755305649",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTc1NTMwNTY0OSIsInMiOiJERUhkYzhBNzZ4R1RiVUFGeUloZFd3In0.dySNeUghHo7olSAeRsgLqZApzwaGkiQigNsWt2ykZQg","12  12 month contract for Automation Tester with experience in Selenium and TOSCA Your new Department This innovative and highly creative Department makes for a fantastic workplace, with an unrivalled culture, premium location in Canberra's CBD and flexible work arrangements. Your new role This client is seeking an experienced Automation Test Analyst with ability to utilise both Selenium and TOSCA, as well as conducting thorough Functional Systems Testing. The successful Automation Test Analyst¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","Hays","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Canberra Region, Australian Capital Territory","c(""Australia"", ""Australian Capital Territory"", ""Canberra Region"")"
